Metro,Date,ZHVI
"Denver, CO",2008-03-31,251290.99547809956
"Colorado Springs, CO",2008-03-31,230595.82413734696
"Fort Collins, CO",2008-03-31,255023.04135524188
"Boulder, CO",2008-03-31,322144.87957232964
"Greeley, CO",2008-03-31,199032.9436914657
"Pueblo, CO",2008-03-31,133396.6909945218
"Grand Junction, CO",2008-03-31,266804.024278637
"Glenwood Springs, CO",2008-03-31,352655.14202034863
"Edwards, CO",2008-03-31,613835.7638751847
"Durango, CO",2008-03-31,
"Ca-¦on City, CO",2008-03-31,
"Montrose, CO",2008-03-31,205167.7755732125
"Breckenridge, CO",2008-03-31,432236.6592031692
"Fort Morgan, CO",2008-03-31,
"Steamboat Springs, CO",2008-03-31,397123.19289993047
"Sterling, CO",2008-03-31,116629.29236679782
"Craig, CO",2008-03-31,161587.00230328858
"Denver, CO",2008-04-30,250401.8002731771
"Colorado Springs, CO",2008-04-30,229563.55272709383
"Fort Collins, CO",2008-04-30,253180.79691719415
"Boulder, CO",2008-04-30,322540.2157020108
"Greeley, CO",2008-04-30,197175.02393745095
"Pueblo, CO",2008-04-30,133001.6608334085
"Grand Junction, CO",2008-04-30,266613.6322846604
"Glenwood Springs, CO",2008-04-30,353928.5953894723
"Edwards, CO",2008-04-30,614884.963614654
"Durango, CO",2008-04-30,
"Ca-¦on City, CO",2008-04-30,
"Montrose, CO",2008-04-30,204976.6267433958
"Breckenridge, CO",2008-04-30,434423.592654005
"Fort Morgan, CO",2008-04-30,
"Steamboat Springs, CO",2008-04-30,399003.038945504
"Sterling, CO",2008-04-30,116710.77270764243
"Craig, CO",2008-04-30,161688.808978399
"Denver, CO",2008-05-31,249460.2076143299
"Colorado Springs, CO",2008-05-31,228300.01576673487
"Fort Collins, CO",2008-05-31,251916.93539516465
"Boulder, CO",2008-05-31,322020.3002154322
"Greeley, CO",2008-05-31,195744.3305966056
"Pueblo, CO",2008-05-31,132723.43984607758
"Grand Junction, CO",2008-05-31,265893.3991880305
"Glenwood Springs, CO",2008-05-31,355945.46085587493
"Edwards, CO",2008-05-31,614611.8575941325
"Durango, CO",2008-05-31,
"Ca-¦on City, CO",2008-05-31,
"Montrose, CO",2008-05-31,204735.4689668879
"Breckenridge, CO",2008-05-31,436471.3779745263
"Fort Morgan, CO",2008-05-31,
"Steamboat Springs, CO",2008-05-31,400603.64235319145
"Sterling, CO",2008-05-31,116656.73254238477
"Craig, CO",2008-05-31,161748.67472234566
"Denver, CO",2008-06-30,248671.940954066
"Colorado Springs, CO",2008-06-30,226862.0632647822
"Fort Collins, CO",2008-06-30,250647.1132422445
"Boulder, CO",2008-06-30,321087.44209687033
"Greeley, CO",2008-06-30,194668.1853394017
"Pueblo, CO",2008-06-30,132396.85180369028
"Grand Junction, CO",2008-06-30,264386.4460058802
"Glenwood Springs, CO",2008-06-30,358014.4128217552
"Edwards, CO",2008-06-30,614419.7152634378
"Durango, CO",2008-06-30,
"Ca-¦on City, CO",2008-06-30,
"Montrose, CO",2008-06-30,204620.8378694477
"Breckenridge, CO",2008-06-30,438304.4268283739
"Fort Morgan, CO",2008-06-30,
"Steamboat Springs, CO",2008-06-30,401977.1536184326
"Sterling, CO",2008-06-30,116512.64984133931
"Craig, CO",2008-06-30,161823.162136986
"Denver, CO",2008-07-31,247489.2817949757
"Colorado Springs, CO",2008-07-31,225566.7128273964
"Fort Collins, CO",2008-07-31,249439.4605484527
"Boulder, CO",2008-07-31,320726.9941328746
"Greeley, CO",2008-07-31,193654.46798249884
"Pueblo, CO",2008-07-31,131858.72908135896
"Grand Junction, CO",2008-07-31,262871.03728182835
"Glenwood Springs, CO",2008-07-31,359568.198402966
"Edwards, CO",2008-07-31,613542.1525487589
"Durango, CO",2008-07-31,
"Ca-¦on City, CO",2008-07-31,
"Montrose, CO",2008-07-31,204390.5412083693
"Breckenridge, CO",2008-07-31,439827.8389150878
"Fort Morgan, CO",2008-07-31,
"Steamboat Springs, CO",2008-07-31,403095.8211104381
"Sterling, CO",2008-07-31,116422.38019576902
"Craig, CO",2008-07-31,161843.3954848138
"Denver, CO",2008-08-31,246328.72638804416
"Colorado Springs, CO",2008-08-31,224324.6007884487
"Fort Collins, CO",2008-08-31,248487.1609559961
"Boulder, CO",2008-08-31,320807.2228677568
"Greeley, CO",2008-08-31,192707.6583696881
"Pueblo, CO",2008-08-31,131279.46853014507
"Grand Junction, CO",2008-08-31,261138.13352076957
"Glenwood Springs, CO",2008-08-31,360380.0355711887
"Edwards, CO",2008-08-31,610825.3430312973
"Durango, CO",2008-08-31,
"Ca-¦on City, CO",2008-08-31,
"Montrose, CO",2008-08-31,204347.1129924846
"Breckenridge, CO",2008-08-31,441141.4389027632
"Fort Morgan, CO",2008-08-31,
"Steamboat Springs, CO",2008-08-31,403854.8440540999
"Sterling, CO",2008-08-31,116475.28537502728
"Craig, CO",2008-08-31,161866.64901482206
"Denver, CO",2008-09-30,245338.13740390452
"Colorado Springs, CO",2008-09-30,223499.1082827583
"Fort Collins, CO",2008-09-30,247668.00689457636
"Boulder, CO",2008-09-30,320178.8740430736
"Greeley, CO",2008-09-30,192030.20045239144
"Pueblo, CO",2008-09-30,130665.55555832577
"Grand Junction, CO",2008-09-30,259798.5298900207
"Glenwood Springs, CO",2008-09-30,360799.6502070804
"Edwards, CO",2008-09-30,
"Durango, CO",2008-09-30,
"Ca-¦on City, CO",2008-09-30,
"Montrose, CO",2008-09-30,204231.38986170347
"Breckenridge, CO",2008-09-30,442272.03110850434
"Fort Morgan, CO",2008-09-30,
"Steamboat Springs, CO",2008-09-30,404384.6696632693
"Sterling, CO",2008-09-30,116533.1628253099
"Craig, CO",2008-09-30,162009.21967347467
"Denver, CO",2008-10-31,244653.6644084897
"Colorado Springs, CO",2008-10-31,222821.1742966971
"Fort Collins, CO",2008-10-31,246661.38808985215
"Boulder, CO",2008-10-31,319758.475141959
"Greeley, CO",2008-10-31,191461.3261445548
"Pueblo, CO",2008-10-31,130119.04262110929
"Grand Junction, CO",2008-10-31,258486.2636779648
"Glenwood Springs, CO",2008-10-31,360916.7127874841
"Edwards, CO",2008-10-31,
"Durango, CO",2008-10-31,
"Ca-¦on City, CO",2008-10-31,
"Montrose, CO",2008-10-31,204023.36423951105
"Breckenridge, CO",2008-10-31,442904.626217938
"Fort Morgan, CO",2008-10-31,
"Steamboat Springs, CO",2008-10-31,404595.9113287009
"Sterling, CO",2008-10-31,116487.93241410395
"Craig, CO",2008-10-31,162098.18646080993
"Denver, CO",2008-11-30,243953.1155465768
"Colorado Springs, CO",2008-11-30,221641.05537827607
"Fort Collins, CO",2008-11-30,245818.3802886189
"Boulder, CO",2008-11-30,319514.7945283958
"Greeley, CO",2008-11-30,190816.51840380896
"Pueblo, CO",2008-11-30,129496.25053752823
"Grand Junction, CO",2008-11-30,257115.7112760688
"Glenwood Springs, CO",2008-11-30,360452.21336086816
"Edwards, CO",2008-11-30,
"Durango, CO",2008-11-30,
"Ca-¦on City, CO",2008-11-30,
"Montrose, CO",2008-11-30,203648.38917601065
"Breckenridge, CO",2008-11-30,443798.2607853913
"Fort Morgan, CO",2008-11-30,
"Steamboat Springs, CO",2008-11-30,405289.6776389303
"Sterling, CO",2008-11-30,116408.20041179884
"Craig, CO",2008-11-30,162134.45745557416
"Denver, CO",2008-12-31,243081.55409607847
"Colorado Springs, CO",2008-12-31,220007.6767638128
"Fort Collins, CO",2008-12-31,245357.5303592039
"Boulder, CO",2008-12-31,320444.3674464067
"Greeley, CO",2008-12-31,189724.43932075848
"Pueblo, CO",2008-12-31,129242.84421381912
"Grand Junction, CO",2008-12-31,255593.80929329564
"Glenwood Springs, CO",2008-12-31,359902.4555700579
"Edwards, CO",2008-12-31,551423.441977968
"Durango, CO",2008-12-31,
"Ca-¦on City, CO",2008-12-31,
"Montrose, CO",2008-12-31,203459.6136475389
"Breckenridge, CO",2008-12-31,445057.4595743895
"Fort Morgan, CO",2008-12-31,
"Steamboat Springs, CO",2008-12-31,405716.0648469995
"Sterling, CO",2008-12-31,116276.5405784984
"Craig, CO",2008-12-31,162101.45785858645
"Denver, CO",2009-01-31,242187.6763746921
"Colorado Springs, CO",2009-01-31,218138.47925174047
"Fort Collins, CO",2009-01-31,245679.22084597743
"Boulder, CO",2009-01-31,320710.478828619
"Greeley, CO",2009-01-31,188687.5777935835
"Pueblo, CO",2009-01-31,129087.22499982032
"Grand Junction, CO",2009-01-31,254465.4097042216
"Glenwood Springs, CO",2009-01-31,359758.3552198832
"Edwards, CO",2009-01-31,546821.3288594036
"Durango, CO",2009-01-31,323273.3121471505
"Ca-¦on City, CO",2009-01-31,
"Montrose, CO",2009-01-31,203451.31461772867
"Breckenridge, CO",2009-01-31,446310.61261172267
"Fort Morgan, CO",2009-01-31,
"Steamboat Springs, CO",2009-01-31,405416.98099241295
"Sterling, CO",2009-01-31,116133.6019262793
"Craig, CO",2009-01-31,162103.18411712022
"Denver, CO",2009-02-28,241662.29121723204
"Colorado Springs, CO",2009-02-28,217103.94187136085
"Fort Collins, CO",2009-02-28,246167.4400269553
"Boulder, CO",2009-02-28,320920.3362380429
"Greeley, CO",2009-02-28,187857.09310125743
"Pueblo, CO",2009-02-28,129015.17804372718
"Grand Junction, CO",2009-02-28,252935.7466527624
"Glenwood Springs, CO",2009-02-28,359557.26939566125
"Edwards, CO",2009-02-28,542057.0215258742
"Durango, CO",2009-02-28,323463.7276233121
"Ca-¦on City, CO",2009-02-28,
"Montrose, CO",2009-02-28,203379.3225903012
"Breckenridge, CO",2009-02-28,446653.40962611366
"Fort Morgan, CO",2009-02-28,
"Steamboat Springs, CO",2009-02-28,403928.5337698739
"Sterling, CO",2009-02-28,115818.295557934
"Craig, CO",2009-02-28,162053.75274215735
"Denver, CO",2009-03-31,241465.1309378133
"Colorado Springs, CO",2009-03-31,216604.9378964993
"Fort Collins, CO",2009-03-31,246385.5500367953
"Boulder, CO",2009-03-31,320730.565626642
"Greeley, CO",2009-03-31,187301.45423963445
"Pueblo, CO",2009-03-31,128796.77888862388
"Grand Junction, CO",2009-03-31,251450.4717876952
"Glenwood Springs, CO",2009-03-31,359026.7066821541
"Edwards, CO",2009-03-31,536692.6260230815
"Durango, CO",2009-03-31,322990.5495964294
"Ca-¦on City, CO",2009-03-31,
"Montrose, CO",2009-03-31,203030.4062639856
"Breckenridge, CO",2009-03-31,445931.4120898274
"Fort Morgan, CO",2009-03-31,
"Steamboat Springs, CO",2009-03-31,402165.5165826464
"Sterling, CO",2009-03-31,115534.42741304732
"Craig, CO",2009-03-31,161807.50337601654
"Denver, CO",2009-04-30,241381.64899828707
"Colorado Springs, CO",2009-04-30,217177.2923531132
"Fort Collins, CO",2009-04-30,246024.52385498025
"Boulder, CO",2009-04-30,319909.5784076867
"Greeley, CO",2009-04-30,186720.43354609088
"Pueblo, CO",2009-04-30,128639.30826779157
"Grand Junction, CO",2009-04-30,249535.82897220476
"Glenwood Springs, CO",2009-04-30,358390.93617943977
"Edwards, CO",2009-04-30,529277.286915049
"Durango, CO",2009-04-30,322559.694903675
"Ca-¦on City, CO",2009-04-30,
"Montrose, CO",2009-04-30,202687.7994935033
"Breckenridge, CO",2009-04-30,445257.9248319403
"Fort Morgan, CO",2009-04-30,
"Steamboat Springs, CO",2009-04-30,401165.431929928
"Sterling, CO",2009-04-30,115391.33877580085
"Craig, CO",2009-04-30,161506.38833944872
"Denver, CO",2009-05-31,241354.28848899808
"Colorado Springs, CO",2009-05-31,217421.59078326743
"Fort Collins, CO",2009-05-31,245484.53575229444
"Boulder, CO",2009-05-31,319094.2987231692
"Greeley, CO",2009-05-31,185768.41914930256
"Pueblo, CO",2009-05-31,128554.29269680414
"Grand Junction, CO",2009-05-31,247837.01543907588
"Glenwood Springs, CO",2009-05-31,357925.3906123911
"Edwards, CO",2009-05-31,523648.9081970402
"Durango, CO",2009-05-31,321640.3397905327
"Ca-¦on City, CO",2009-05-31,
"Montrose, CO",2009-05-31,202196.41923576032
"Breckenridge, CO",2009-05-31,444382.5545300665
"Fort Morgan, CO",2009-05-31,
"Steamboat Springs, CO",2009-05-31,400662.8804736853
"Sterling, CO",2009-05-31,115383.01131759908
"Craig, CO",2009-05-31,161232.2627979245
"Denver, CO",2009-06-30,241242.7664421301
"Colorado Springs, CO",2009-06-30,217815.26862724655
"Fort Collins, CO",2009-06-30,244320.15560643724
"Boulder, CO",2009-06-30,317861.40225324966
"Greeley, CO",2009-06-30,184783.1264457492
"Pueblo, CO",2009-06-30,128270.54336797664
"Grand Junction, CO",2009-06-30,245395.4113444965
"Glenwood Springs, CO",2009-06-30,357352.52533044043
"Edwards, CO",2009-06-30,522914.7102882398
"Durango, CO",2009-06-30,320632.31883250905
"Ca-¦on City, CO",2009-06-30,
"Montrose, CO",2009-06-30,201700.05162587893
"Breckenridge, CO",2009-06-30,443206.5318725404
"Fort Morgan, CO",2009-06-30,
"Steamboat Springs, CO",2009-06-30,400032.0578394673
"Sterling, CO",2009-06-30,115340.50388984976
"Craig, CO",2009-06-30,160954.7265194646
"Denver, CO",2009-07-31,240932.1606248551
"Colorado Springs, CO",2009-07-31,217427.91701963375
"Fort Collins, CO",2009-07-31,243298.2597693431
"Boulder, CO",2009-07-31,317781.02794476104
"Greeley, CO",2009-07-31,183834.02415326668
"Pueblo, CO",2009-07-31,127998.28387787484
"Grand Junction, CO",2009-07-31,242412.46193743005
"Glenwood Springs, CO",2009-07-31,356316.5869438979
"Edwards, CO",2009-07-31,524057.3356625
"Durango, CO",2009-07-31,319486.1130003343
"Ca-¦on City, CO",2009-07-31,
"Montrose, CO",2009-07-31,200874.8772385437
"Breckenridge, CO",2009-07-31,441522.8496856993
"Fort Morgan, CO",2009-07-31,
"Steamboat Springs, CO",2009-07-31,399953.4501472697
"Sterling, CO",2009-07-31,115163.55867723096
"Craig, CO",2009-07-31,160646.57560502354
"Denver, CO",2009-08-31,240607.7487478605
"Colorado Springs, CO",2009-08-31,217206.1724426392
"Fort Collins, CO",2009-08-31,242279.9892505588
"Boulder, CO",2009-08-31,317399.8836046167
"Greeley, CO",2009-08-31,183364.99875403324
"Pueblo, CO",2009-08-31,127620.1942100613
"Grand Junction, CO",2009-08-31,239311.35811119867
"Glenwood Springs, CO",2009-08-31,354949.6438575976
"Edwards, CO",2009-08-31,523897.6971896415
"Durango, CO",2009-08-31,317949.6681159854
"Ca-¦on City, CO",2009-08-31,
"Montrose, CO",2009-08-31,200046.8162633802
"Breckenridge, CO",2009-08-31,439327.3652212108
"Fort Morgan, CO",2009-08-31,
"Steamboat Springs, CO",2009-08-31,399458.6506997379
"Sterling, CO",2009-08-31,114782.1391902147
"Craig, CO",2009-08-31,160179.379628273
"Denver, CO",2009-09-30,240360.81190343812
"Colorado Springs, CO",2009-09-30,216822.54776206045
"Fort Collins, CO",2009-09-30,241997.7277431686
"Boulder, CO",2009-09-30,317439.04199676384
"Greeley, CO",2009-09-30,183359.23788366
"Pueblo, CO",2009-09-30,127475.00963817268
"Grand Junction, CO",2009-09-30,236702.64906207056
"Glenwood Springs, CO",2009-09-30,353361.8906163142
"Edwards, CO",2009-09-30,515984.5482609702
"Durango, CO",2009-09-30,316075.88305120444
"Ca-¦on City, CO",2009-09-30,
"Montrose, CO",2009-09-30,199047.28582324515
"Breckenridge, CO",2009-09-30,437022.8765724611
"Fort Morgan, CO",2009-09-30,
"Steamboat Springs, CO",2009-09-30,398803.2019146264
"Sterling, CO",2009-09-30,114354.42091177084
"Craig, CO",2009-09-30,159760.4331749016
"Denver, CO",2009-10-31,240429.99226603936
"Colorado Springs, CO",2009-10-31,216717.13098631683
"Fort Collins, CO",2009-10-31,242183.8206555358
"Boulder, CO",2009-10-31,316489.232697703
"Greeley, CO",2009-10-31,183447.94425025804
"Pueblo, CO",2009-10-31,127405.8727970777
"Grand Junction, CO",2009-10-31,234022.99252230147
"Glenwood Springs, CO",2009-10-31,352084.2681125829
"Edwards, CO",2009-10-31,509416.2269814371
"Durango, CO",2009-10-31,313955.5356587926
"Ca-¦on City, CO",2009-10-31,
"Montrose, CO",2009-10-31,198161.4881985904
"Breckenridge, CO",2009-10-31,434876.67456201214
"Fort Morgan, CO",2009-10-31,
"Steamboat Springs, CO",2009-10-31,397326.9122459507
"Sterling, CO",2009-10-31,113911.06501574651
"Craig, CO",2009-10-31,159425.09093922563
"Denver, CO",2009-11-30,240514.2655740094
"Colorado Springs, CO",2009-11-30,217405.7269129794
"Fort Collins, CO",2009-11-30,243109.65564813136
"Boulder, CO",2009-11-30,316491.8575694697
"Greeley, CO",2009-11-30,183378.5960254237
"Pueblo, CO",2009-11-30,127382.22209099616
"Grand Junction, CO",2009-11-30,231340.81170947128
"Glenwood Springs, CO",2009-11-30,351116.1165638378
"Edwards, CO",2009-11-30,504251.43756236014
"Durango, CO",2009-11-30,312306.6967539271
"Ca-¦on City, CO",2009-11-30,
"Montrose, CO",2009-11-30,197399.41909750504
"Breckenridge, CO",2009-11-30,433246.9011585735
"Fort Morgan, CO",2009-11-30,
"Steamboat Springs, CO",2009-11-30,395736.3587549431
"Sterling, CO",2009-11-30,113597.0501514516
"Craig, CO",2009-11-30,159152.16948670257
"Denver, CO",2009-12-31,240747.2522518548
"Colorado Springs, CO",2009-12-31,218297.06204192445
"Fort Collins, CO",2009-12-31,243959.7411498014
"Boulder, CO",2009-12-31,317346.0547573489
"Greeley, CO",2009-12-31,183333.42701271415
"Pueblo, CO",2009-12-31,127207.61077408842
"Grand Junction, CO",2009-12-31,228531.12604680308
"Glenwood Springs, CO",2009-12-31,350753.7900615968
"Edwards, CO",2009-12-31,507291.41673370666
"Durango, CO",2009-12-31,311578.9565134122
"Ca-¦on City, CO",2009-12-31,
"Montrose, CO",2009-12-31,196977.584815058
"Breckenridge, CO",2009-12-31,432088.8689814695
"Fort Morgan, CO",2009-12-31,
"Steamboat Springs, CO",2009-12-31,394473.63353855006
"Sterling, CO",2009-12-31,113423.98803163072
"Craig, CO",2009-12-31,159167.4918902459
"Denver, CO",2010-01-31,241407.46651316783
"Colorado Springs, CO",2010-01-31,219208.25479018976
"Fort Collins, CO",2010-01-31,244752.0512834722
"Boulder, CO",2010-01-31,319643.27786249627
"Greeley, CO",2010-01-31,183031.1792824294
"Pueblo, CO",2010-01-31,126999.8512859581
"Grand Junction, CO",2010-01-31,225601.64003170317
"Glenwood Springs, CO",2010-01-31,350500.3950451056
"Edwards, CO",2010-01-31,512420.9511846685
"Durango, CO",2010-01-31,311317.44764932926
"Ca-¦on City, CO",2010-01-31,
"Montrose, CO",2010-01-31,196832.9096619688
"Breckenridge, CO",2010-01-31,431418.6408546842
"Fort Morgan, CO",2010-01-31,
"Steamboat Springs, CO",2010-01-31,393512.0259942088
"Sterling, CO",2010-01-31,113305.6355058097
"Craig, CO",2010-01-31,159299.45329555034
"Denver, CO",2010-02-28,242494.49354389496
"Colorado Springs, CO",2010-02-28,219605.6792316693
"Fort Collins, CO",2010-02-28,244855.93042603787
"Boulder, CO",2010-02-28,320649.6733914419
"Greeley, CO",2010-02-28,182800.0586652746
"Pueblo, CO",2010-02-28,126958.35384649524
"Grand Junction, CO",2010-02-28,223809.40130953048
"Glenwood Springs, CO",2010-02-28,350039.7288886405
"Edwards, CO",2010-02-28,517829.404356522
"Durango, CO",2010-02-28,311433.4714941095
"Ca-¦on City, CO",2010-02-28,
"Montrose, CO",2010-02-28,196727.71021041376
"Breckenridge, CO",2010-02-28,431132.9360682598
"Fort Morgan, CO",2010-02-28,
"Steamboat Springs, CO",2010-02-28,392836.7606938353
"Sterling, CO",2010-02-28,113145.38901769072
"Craig, CO",2010-02-28,159471.60475652365
"Denver, CO",2010-03-31,243513.99573817535
"Colorado Springs, CO",2010-03-31,219993.89098249585
"Fort Collins, CO",2010-03-31,245012.7105488075
"Boulder, CO",2010-03-31,321156.77673033206
"Greeley, CO",2010-03-31,182568.17519720664
"Pueblo, CO",2010-03-31,127044.92207080738
"Grand Junction, CO",2010-03-31,222062.66176963103
"Glenwood Springs, CO",2010-03-31,349370.8476800798
"Edwards, CO",2010-03-31,523401.187698091
"Durango, CO",2010-03-31,311272.3119617391
"Ca-¦on City, CO",2010-03-31,
"Montrose, CO",2010-03-31,196538.38357643355
"Breckenridge, CO",2010-03-31,430902.96909697074
"Fort Morgan, CO",2010-03-31,
"Steamboat Springs, CO",2010-03-31,392163.24170063296
"Sterling, CO",2010-03-31,112974.65796199808
"Craig, CO",2010-03-31,159418.60080354722
"Denver, CO",2010-04-30,243928.8092417378
"Colorado Springs, CO",2010-04-30,220181.3909391799
"Fort Collins, CO",2010-04-30,245455.55243946644
"Boulder, CO",2010-04-30,320624.7913686984
"Greeley, CO",2010-04-30,182742.63891686965
"Pueblo, CO",2010-04-30,127054.0466982094
"Grand Junction, CO",2010-04-30,221004.58684183928
"Glenwood Springs, CO",2010-04-30,348501.0026656392
"Edwards, CO",2010-04-30,524158.8016621452
"Durango, CO",2010-04-30,310854.08647393034
"Ca-¦on City, CO",2010-04-30,
"Montrose, CO",2010-04-30,196229.46255307773
"Breckenridge, CO",2010-04-30,430504.8552135366
"Fort Morgan, CO",2010-04-30,
"Steamboat Springs, CO",2010-04-30,391416.86135858414
"Sterling, CO",2010-04-30,112874.0488725655
"Craig, CO",2010-04-30,159273.11275413772
"Denver, CO",2010-05-31,243722.74982220196
"Colorado Springs, CO",2010-05-31,219920.88950899857
"Fort Collins, CO",2010-05-31,245567.6578421838
"Boulder, CO",2010-05-31,319911.3817318879
"Greeley, CO",2010-05-31,182958.73333641552
"Pueblo, CO",2010-05-31,126929.78417096818
"Grand Junction, CO",2010-05-31,219306.26296881543
"Glenwood Springs, CO",2010-05-31,347855.79638110846
"Edwards, CO",2010-05-31,521571.1983222645
